# ^zz++++=##
# ^zz++++=EXTRAWORD
Sketch ^nn++++=SKETCH
; ^zz++++=EXTRAWORD
another ^dt++++=another
star ^nn++++=star
rose ^vbd+++xvbn+=rose
over ^in++++=over
Rodondo ^np+++??+=Rodondo.
. ^zz++++=EXTRAWORD
The ^ati++++=The
first ^od++++=first
mate ^nn++++=mate,
, ^zz++++=EXTRAWORD
steering ^nvbg+++xvbg+=steering,
, ^zz++++=EXTRAWORD
hummed ^j+++xvbn+=hummed
a ^at++++=a
tune ^nn++++=tune
without ^in++++=without
words ^nns++++=words.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
oar ^nn++++=oar
dipped ^vbd+++xvbn+=dipped
and ^cc+phrs+++=and
shone ^vbd+++xvbn+=shone.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
we ^pp1a+pp1+++=we
reached ^vbd+++xvbn+=reached
the ^ati++++=the
vessel ^nn++++=vessel,
, ^zz++++=EXTRAWORD
supper ^nn++++=supper
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
held ^vpsv++agls+xvbnx+=held
for ^in++++=for
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
served ^vpsv++agls+xvbnx+=served,
, ^zz++++=EXTRAWORD
by ^in++++=by
one ^pn++++=one
of ^in++++=of
those ^dt+dem+++=those
ironies ^nns++++=ironies
which ^whp+rel+obj++=which
the ^ati++++=the
sea ^nn++++=sea
arranges ^vbz++++=arranges
without ^in++++=without
smiling ^xvbg+++xvbg+=smiling,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
polished ^jj+atrb+++=polished
shell ^nn++++=shell
of ^in++++=of
our ^pp$+pp1+++=our
largest ^jjt++++=largest
tortoise ^vb++++=tortoise.
. ^zz++++=EXTRAWORD
Potatoes ^nns++++=Potatoes
filled ^vbd+++xvbn+=filled
the ^ati++++=the
center ^jjr++++=center;
; ^zz++++=EXTRAWORD
strips ^nns++++=strips
of ^in++++=of
salted ^jj+atrb++xvbn+=salted
meat ^nn++++=meat
lay ^vbd+++xvbn+=lay
around ^rp++++=around
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
a ^at++++=a
ladle ^nn++++=ladle
rested ^vbd+++xvbn+=rested
against ^in++++=against
the ^ati++++=the
rim ^nn++++=rim.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shell ^nn++++=shell
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
set ^vpsv++agls+xvbnx+=set
upon ^in++++=upon
two ^cd++++=two
boxes ^nns++++=boxes,
, ^zz++++=EXTRAWORD
making ^vbg+++xvbg+=making
a ^at++++=a
low ^jj+atrb+++=low
communal ^jj+atrb+++=communal
table ^nn++++=table.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
crouched ^vbd+++xvbn+=crouched
about ^in++++=about
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
hungry ^jj++++=hungry
from ^in++++=from
the ^ati++++=the
climb ^nn++++=climb.
. ^zz++++=EXTRAWORD
Above ^rb++++=Above
us ^pp1o+pp1+++=us
the ^ati++++=the
new ^jj+atrb+++=new
moon ^np++++=moon
sharpened ^vbd+++xvbn+=sharpened;
; ^zz++++=EXTRAWORD
below ^rb++++=below,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sea ^npl++++=sea
touched ^vbd+++xvbn+=touched
the ^ati++++=the
planks ^nns++++=planks.
. ^zz++++=EXTRAWORD
The ^ati++++=The
carpenter ^nn+nom+++=carpenter
remarked ^vbd+vpub++xvbn+=remarked
that ^tht+vcmp+++=that
my ^pp$+pp1+++=my
missing ^jj+atrb++xvbg+=missing
boot ^nn++++=boot
improved ^vbd+++xvbn+=improved
the ^ati++++=the
flavor ^nn++++=flavor
of ^in++++=of
the ^ati++++=the
meal ^nn++++=meal.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mate ^nn++++=mate
described ^vbd+++xvbn+=described
his ^pp$+pp3+++=his
collision ^nn++++=collision
with ^in++++=with
the ^ati++++=the
booby ^nn+++??+=booby,
, ^zz++++=EXTRAWORD
enlarging ^vbg+++xvbg+=enlarging
the ^ati++++=the
bird ^nn++++=bird
at ^in++++=at
every ^at++++=every
telling ^jj+++xvbg+=telling
until ^cs+sub+++=until
it ^pp3+it+++=it
had ^vb+hv+vrb++=had
the ^ati++++=the
dimensions ^nns++++=dimensions
of ^in++++=of
a ^at++++=a
condor ^nn++++=condor.
. ^zz++++=EXTRAWORD
Laughter ^nn+nom+++=Laughter
went ^vbd+++xvbn+=went
around ^in+strn+++=around.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
I ^pp1a+pp1+++=I
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
the ^ati++++=the
shell ^nn++++=shell.
. ^zz++++=EXTRAWORD
In ^in++++=In
its ^pp$+it+++=its
yellow ^jj+atrb+++=yellow
underside ^nn++++=underside
the ^ati++++=the
lantern ^nn++++=lantern-light
- ^zz++++=EXTRAWORD
light ^jj++++=EXTRAWORD
gathered ^jj+++xvbn+=gathered
warmly ^rb++++=warmly.
. ^zz++++=EXTRAWORD
Scratches ^nns++++=Scratches
made ^vbd+++xvbn+=made
during ^in++++=during
the ^ati++++=the
creature ^nn++++=creature's
's ^$++++=EXTRAWORD
capture ^nn++++=capture
crossed ^vbd+++xvbn+=crossed
older ^jjr+atrb+++=older
scars ^nns++++=scars
whose ^whp+rel+obj++=whose
history ^nn++++=history
no ^at++++=no
man ^nn++++=man
knew ^vbd+vprv++xvbn+=knew.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
the ^ati++++=the
tortoise ^vb++++=tortoise
had ^vbd+hvd+aux++=had
carried ^vprf+++xvbnx+=carried
that ^dt+dem+++=that
shield ^nn++++=shield
through ^in++++=through
a ^at++++=a
hundred ^cd++++=hundred
seasons ^nns++++=seasons
of ^in++++=of
drought ^nn++++=drought.
. ^zz++++=EXTRAWORD
Perhaps ^rb+cnj+++=Perhaps,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
young ^jj++++=young
if ^cs+cnd+++=if
so ^ql+emph+++=so
ancient ^jj++++=ancient
an ^at++++=an
object ^nn++++=object
had ^vb+hv+aux++=had
ever ^rb++splt++=ever
consented ^vprf+++xvbnx+=consented
to ^in++++=to
youth ^nn++++=youth
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
moved ^vprf+++xvbnx+=moved
beneath ^in+pl+++=beneath
shrubs ^nns++++=shrubs
long ^rb++++=long
since ^cs+sub+++=since
burned ^vbd+++xvbn+=burned,
, ^zz++++=EXTRAWORD
drunk ^j+++xvbn+=drunk
from ^in++++=from
pools ^nns++++=pools
now ^rn+tm+++=now
filled ^vbd+++xvbn+=filled
with ^in++++=with
ash ^nn++++=ash,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
watched ^vbd+++xvbn+=watched
ships ^nns++++=ships
unlike ^in++++=unlike
ours ^pp$$++++=ours
anchor ^nn++++=anchor
where ^wrb+who+++=where
charts ^nns++++=charts
were ^vbd+bed+vrb++=were
blank ^jj+pred+++=blank.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
it ^pp3+it+++=it
bore ^vbd+++xvbn+=bore
potatoes ^nns++++=potatoes.
. ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
this ^dt+dem+++=this
degradation ^nn+nom+++=degradation?
? ^zz++++=EXTRAWORD
Utility ^nn+nom+++=Utility?
? ^zz++++=EXTRAWORD
Transformation ^nn+nom+++=Transformation?
? ^zz++++=EXTRAWORD
The ^ati++++=The
sailors ^nns++++=sailors
saw ^vbd+vprv++xvbn+=saw
a ^at++++=a
dish ^nn++++=dish;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
a ^at++++=a
relic ^nn++++=relic;
; ^zz++++=EXTRAWORD
the ^ati++++=the
cook ^nn++++=cook
saw ^vbd+vprv+tht0+xvbn+=saw
something ^pn++++=something
to ^to++++=to
be ^vbi+vbi+aux++=be
scrubbed ^vpsv++agls+xvbnx+=scrubbed.
. ^zz++++=EXTRAWORD
None ^pn++++=None
possessed ^vbd+++xvbn+=possessed
the ^ati++++=the
whole ^jj+atrb+++=whole
truth ^nn++++=truth.
. ^zz++++=EXTRAWORD
The ^ati++++=The
tortoise ^vb++++=tortoise
itself ^ppl++++=itself,
, ^zz++++=EXTRAWORD
had ^vb+hv+aux++=had
it ^pp3+it+++=it
survived ^vbd+++xvbn+=survived,
, ^zz++++=EXTRAWORD
might ^md+pos+++=might
have ^vb+hv+aux++=have
regarded ^vprf+++xvbnx+=regarded
all ^abn++++=all
three ^cd++++=three
opinions ^nns++++=opinions
with ^in++++=with
the ^ati++++=the
same ^ap++++=same
black ^nn++++=black,
, ^zz++++=EXTRAWORD
unanswering ^jj+atrb++xvbg+=unanswering
eye ^nn++++=eye.
. ^zz++++=EXTRAWORD
Later ^rbr+tm+++=Later
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
the ^ati++++=the
first ^od++++=first
watch ^vb++++=watch.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wind ^nn++++=wind
freshened ^vbd+++xvbn+=freshened
from ^in++++=from
southeast ^nn+++??+=southeast,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
made ^vbd+++xvbn+=made
sail ^vb++++=sail.
. ^zz++++=EXTRAWORD
Rodondo ^np+++??+=Rodondo
dwindled ^vbd+++xvbn+=dwindled
astern ^rb+pl+++=astern.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Encantadas ^np+++??+=Encantadas
lay ^vbd+++xvbn+=lay
about ^rb++++=about
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
unseen ^jj++++=unseen
but ^cc++++=but
present ^nn++++=present:
: ^zz++++=EXTRAWORD
Albemarle ^np+++??+=Albemarle
to ^in++++=to
leeward ^rb+cnj+++=leeward,
, ^zz++++=EXTRAWORD
Narborough ^np+++??+=Narborough
beyond ^in+strn+++=beyond,
, ^zz++++=EXTRAWORD
the ^ati++++=the
lesser ^jjr+atrb+++=lesser
cinder ^nn++++=cinder
heaps ^nns++++=heaps
spread ^vbd+++xvbn+=spread
under ^in++++=under
darkness ^nns+nom+++=darkness.
. ^zz++++=EXTRAWORD
Currents ^nns++++=Currents
worked ^vbd+++xvbn+=worked
beneath ^rb++++=beneath
our ^pp$+pp1+++=our
keel ^nn++++=keel.
. ^zz++++=EXTRAWORD
Though ^cs+sub+++=Though
the ^ati++++=the
compass ^nn++++=compass
held ^vbd+vprv++xvbn+=held
steady ^jj++++=steady
and ^cc++++=and
the ^ati++++=the
stars ^nn++++=stars
remained ^vbd+++xvbn+=remained
clear ^jj++++=clear,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
resist ^vb++++=resist
the ^ati++++=the
feeling ^nvbg+++xvbg+=feeling
that ^tht+ncmp+++=that
the ^ati++++=the
ship ^nn++++=ship
stood ^vbd+++xvbn+=stood
still ^jj+pred+++=still
while ^cs+sub+++=while
the ^ati++++=the
islands ^npl++++=islands
moved ^vbd+++xvbn+=moved
slowly ^rb++++=slowly
revolving ^jj+++xvbg+=revolving,
, ^zz++++=EXTRAWORD
exchanging ^vbg+++xvbg+=exchanging
places ^nns++++=places,
, ^zz++++=EXTRAWORD
drawing ^nvbg+++xvbg+=drawing
invisible ^jj+atrb+++=invisible
circles ^nns++++=circles
around ^rp++++=around
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
A ^at++++=A
cry ^nn++++=cry
rose ^vbd+++xvbn+=rose
from ^in++++=from
the ^ati++++=the
lookout ^nn++++=lookout.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
" ^zz++++="Sail
sail ^vb++++=EXTRAWORD
ho ^uh++++=ho,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
but ^cc++++=but
only ^rb+down+++=only
the ^ati++++=the
warning ^nn++++=warning
of ^in++++=of
broken ^jj+atrb++xvbn+=broken
water ^nn++++=water
ahead ^rb+pl+++=ahead.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
altered ^vbd+++xvbn+=altered
course ^nn++++=course.
. ^zz++++=EXTRAWORD
White ^jj+atrb+++=White
foam ^nn++++=foam
appeared ^vbd+seem++xvbn+=appeared
under ^in++++=under
the ^ati++++=the
bow ^nn++++=bow,
, ^zz++++=EXTRAWORD
passed ^j+++xvbn+=passed
along ^in++++=along
the ^ati++++=the
side ^nn++++=side,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
vanished ^jj+++xvbn+=vanished.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
followed ^vbd+vprv++xvbn+=followed.
. ^zz++++=EXTRAWORD
Still ^rb+cnj+++=Still,
, ^zz++++=EXTRAWORD
for ^in++++=for
an ^at++++=an
hour ^nn++++=hour
afterward ^rb+cnj+++=afterward,
, ^zz++++=EXTRAWORD
every ^at++++=every
dark ^jj+atrb+++=dark
patch ^nn++++=patch
seemed ^vbd+seem++xvbn+=seemed
a ^at++++=a
reef ^nn++++=reef;
; ^zz++++=EXTRAWORD
every ^at++++=every
low ^jj+atrb+++=low
cloud ^nn++++=cloud,
, ^zz++++=EXTRAWORD
an ^at++++=an
island ^nn++++=island;
; ^zz++++=EXTRAWORD
every ^at++++=every
bird ^nn++++=bird,
, ^zz++++=EXTRAWORD
a ^at++++=a
signal ^nn++++=signal
from ^in++++=from
some ^dti++++=some
unseen ^jj+atrb+++=unseen
shore ^nn++++=shore.
. ^zz++++=EXTRAWORD
By ^in++++=By
dawn ^nn++++=dawn
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
clear ^jj+pred+++=clear
of ^in++++=of
the ^ati++++=the
group ^nn++++=group.
. ^zz++++=EXTRAWORD
The ^ati++++=The
eastern ^jj+atrb+++=eastern
sky ^nn++++=sky
brightened ^vbd+++xvbn+=brightened
behind ^rp+pl+++=behind
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
islands ^npl++++=islands
emerged ^vbd+++xvbn+=emerged
one ^cd1++++=one
after ^in++++=after
another ^ppls++++=another
in ^in++++=in
reverse ^jj++++=reverse
order ^to++++=order:
: ^zz++++=EXTRAWORD
first ^rb++++=first
a ^at++++=a
peak ^nn++++=peak,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
a ^at++++=a
ridge ^nn++++=ridge,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
several ^ap++++=several
cones ^nns+++??+=cones
hovering ^vwbg+++xvbg+=hovering
above ^jjb+atrb+++=above
haze ^nn++++=haze.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sun ^nn++++=sun
touched ^vbd+++xvbn+=touched
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
blackness ^nns+nom+++=blackness
became ^vbd+++xvbn+=became
purple ^nn++++=purple,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
purple ^jj++++=purple
bronze ^jj++++=bronze,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
bronze ^nn++++=bronze
a ^at++++=a
momentary ^jj+atrb+++=momentary
gold ^nn++++=gold.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
those ^dt+dem+++=those
condemned ^jj+atrb++xvbn+=condemned
rocks ^nns++++=rocks
received ^vbd+++xvbn+=received
transfiguration ^nn+nom+++=transfiguration
but ^cc++++=but
only ^rb+down+++=only
at ^rb++++=at
distance ^nn+nom+++=distance,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
only ^rb+down+++=only
for ^in++++=for
a ^at++++=a
minute ^nn++++=minute.
. ^zz++++=EXTRAWORD
Soon ^rb+tm+++=Soon
the ^ati++++=the
haze ^nn++++=haze
thickened ^vprf+++xvbn+=thickened.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
summit ^nn++++=summit
remained ^vbd+++xvbn+=remained,
, ^zz++++=EXTRAWORD
like ^in++++=like
the ^ati++++=the
top ^nn++++=top
of ^in++++=of
a ^at++++=a
buried ^jj+atrb++xvbn+=buried
pyramid ^nn++++=pyramid;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
that ^cs+sub+++=that
also ^rb++++=also
sank ^vbd+++xvbn+=sank.
. ^zz++++=EXTRAWORD
The ^ati++++=The
ocean ^npl++++=ocean
resumed ^vbd+++xvbn+=resumed
its ^pp$+it+++=its
vacant ^jj+atrb+++=vacant
circle ^nn++++=circle.
. ^zz++++=EXTRAWORD
Years ^nns++++=Years
have ^vb+hv+aux++=have
passed ^vprf+++xvbnx+=passed
since ^in++++=since
that ^dt+dem+++=that
voyage ^nn++++=voyage.
. ^zz++++=EXTRAWORD
Ships ^nns++++=Ships
on ^in++++=on
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
served ^vbd+++xvbnx+=served
have ^vb+hv+aux++=have
foundered ^vprf+++xvbnx+=foundered,
, ^zz++++=EXTRAWORD
been ^j+j+aux+xvbn+=been
sold ^vpsv++agls+xvbnx+=sold,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
rotted ^jj+++xvbn+=rotted
at ^rb++++=at
obscure ^jj+atrb+++=obscure
wharves ^nns+++??+=wharves.
. ^zz++++=EXTRAWORD
Captains ^nns++++=Captains
who ^whp+rel+subj++=who
cursed ^vbd+++xvbn+=cursed
the ^ati++++=the
Encantadas ^np+++??+=Encantadas
now ^rn+tm+++=now
keep ^vb++++=keep
quieter ^jjr++++=quieter
watches ^vbz++++=watches.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sentimental ^jj+atrb+++=sentimental
boy ^nn++++=boy
who ^whp+rel+subj++=who
helped ^vprf+++xvbn+=helped
eat ^vb++++=eat
the ^ati++++=the
tortoises ^nn++++=tortoises
became ^vbd+++xvbn+=became,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard,
, ^zz++++=EXTRAWORD
a ^at++++=a
magistrate ^nn+nom+++=magistrate.
. ^zz++++=EXTRAWORD
The ^ati++++=The
carpenter ^nn+nom+++=carpenter
was ^vbd+bedz+aux++=was
lost ^vpsv++agls+xvbnx+=lost
off ^in+pl+++=off
Cape ^np++++=Cape
Horn ^np++++=Horn.
. ^zz++++=EXTRAWORD
Of ^in++++=Of
our ^pp$+pp1+++=our
charts ^nns++++=charts,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
some ^dti++++=some
lie ^vb++++=lie
worm ^nn++++=worm-eaten
- ^zz++++=EXTRAWORD
eaten ^vbd+++xvbn+=EXTRAWORD
in ^in++++=in
a ^at++++=a
warehouse ^nn++++=warehouse;
; ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
another ^dt++++=another
hand ^nn++++=hand
has ^vbz+hvz+aux++=has
corrected ^vprf+++xvbnx+=corrected
their ^pp$+pp3+++=their
errors ^nns++++=errors
and ^cc++++=and
drawn ^vbd+++xvbn+=drawn
confident ^jj+atrb+++=confident
arrows ^nns++++=arrows
for ^in++++=for
the ^ati++++=the
currents ^nns++++=currents.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
islands ^nns++++=islands
remain ^vb++++=remain
in ^in++++=in
me ^pp1o+pp1+++=me
less ^ql++++=less
corrected ^jj+++xvbn+=corrected
than ^in++++=than
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
remember ^nn+nom+++=remember
their ^pp$+pp3+++=their
drought ^nn++++=drought,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
also ^rb++++=also
the ^ati++++=the
multitude ^nn++++=multitude
of ^in++++=of
fish ^nns++++=fish
beneath ^in+pl+++=beneath
Rodondo ^np+++??+=Rodondo.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
remember ^nn+nom+++=remember
the ^ati++++=the
tortoise ^vb++++=tortoise's
's ^vbz+bez+vrb++0=EXTRAWORD
black ^jj+atrb+++=black
shell ^nn++++=shell,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
also ^rb++++=also
its ^pp$+it+++=its
brightness ^nns+nom+++=brightness
below ^in+strn+++=below.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
remember ^nn+nom+++=remember
the ^ati++++=the
penguin ^nn+++??+=penguin's
's ^$++++=EXTRAWORD
absurdity ^nn+nom+++=absurdity
in ^in++++=in
air ^nn++++=air
and ^cc++++=and
mastery ^nn+nom+++=mastery
in ^in++++=in
water ^nn++++=water;
; ^zz++++=EXTRAWORD
the ^ati++++=the
albatross ^nns+++??+=albatross's
's ^$++++=EXTRAWORD
majesty ^nn++++=majesty
aloft ^rb++++=aloft
and ^cc++++=and
awkwardness ^nns+nom+++=awkwardness
beside ^in+pl+++=beside
its ^pp$+it+++=its
egg ^nn++++=egg.
. ^zz++++=EXTRAWORD
Everywhere ^rb++++=Everywhere
contradiction ^nn+nom+++=contradiction:
: ^zz++++=EXTRAWORD
the ^ati++++=the
dead ^jj+atrb+++=dead
land ^nn++++=land
crowded ^vbd+++xvbn+=crowded
with ^in++++=with
life ^nn++++=life,
, ^zz++++=EXTRAWORD
the ^ati++++=the
treacherous ^jj+atrb+++=treacherous
sea ^nn++++=sea
radiant ^jj++++=radiant
with ^in++++=with
beauty ^nn++++=beauty,
, ^zz++++=EXTRAWORD
the ^ati++++=the
ancient ^jj+atrb+++=ancient
creature ^nn++++=creature
turned ^vbd+++xvbn+=turned
into ^in++++=into
supper ^nn++++=supper,
, ^zz++++=EXTRAWORD
the ^ati++++=the
high ^jj+atrb+++=high
lookout ^nn++++=lookout
enlarging ^vwbg+++xvbg+=enlarging
ignorance ^nn+nom+++=ignorance.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
moral ^nn++++=moral
of ^in++++=of
the ^ati++++=the
Encantadas ^np+++??+=Encantadas?
? ^zz++++=EXTRAWORD
Beware ^vb++++=Beware
of ^in++++=of
morals ^nns++++=morals
gathered ^vbd+++xvbn+=gathered
too ^ql++++=too
neatly ^rb++++=neatly
from ^in++++=from
broken ^xvbn+++xvbn+=broken
countries ^nns++++=countries.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
may ^md+pos+++=may
call ^vb++++=call
the ^ati++++=the
islands ^nns++++=islands
cursed ^vbd+++xvbn+=cursed;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
birds ^nns++++=birds
make ^vb++++=make
cities ^nns++++=cities
upon ^in++++=upon
their ^pp$+pp3+++=their
rocks ^nns++++=rocks.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
may ^md+pos+++=may
call ^vb++++=call
the ^ati++++=the
tortoise ^vb++++=tortoise
miserable ^jj++++=miserable;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
perhaps ^rb++++=perhaps
his ^pp$+pp3+++=his
purpose ^nn++++=purpose
is ^vbz+bez+vrb++=is
more ^ql++++=more
entire ^jjb++++=entire
than ^in++++=than
ours ^pp$$++++=ours.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
may ^md+pos+++=may
call ^vb++++=call
the ^ati++++=the
ocean ^nn++++=ocean
empty ^jj++++=empty;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
beneath ^in+pl+++=beneath
its ^pp$+it+++=its
blue ^jj+atrb+++=blue
floor ^nn++++=floor
nations ^nns+nom+++=nations
flash ^nn++++=flash
and ^cc++++=and
wheel ^nn++++=wheel.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
may ^md+pos+++=may
call ^vb++++=call
superstition ^nn+nom+++=superstition
folly ^nn++++=folly;
; ^zz++++=EXTRAWORD
yet ^rb++++=yet
the ^ati++++=the
accurately ^rb++++=accurately
measured ^vbd+++xvbn+=measured
current ^jj++++=current
can ^md+pos+++=can
still ^rb++splt++=still
make ^vb++++=make
a ^at++++=a
mountain ^nn++++=mountain
appear ^vb+seem+++=appear
enchanted ^jj+++xvbn+=enchanted.
. ^zz++++=EXTRAWORD
No ^at++++=No;
; ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
the ^ati++++=the
group ^nn++++=group
keep ^vb++++=keep
its ^pp$+it+++=its
doubleness ^nns+nom+++=doubleness.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
it ^pp3+it+++=it
stand ^vb++++=stand
black ^jj++++=black
above ^jjb++++=above
and ^cc+phrs+++=and
bright ^jj++++=bright
below ^in+strn+++=below,
, ^zz++++=EXTRAWORD
like ^in++++=like
the ^ati++++=the
tortoise ^nn++++=tortoise.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
it ^pp3+it+++=it
be ^vb+be+vrb++=be
furnace ^nn++++=furnace
and ^cc++++=and
sanctuary ^nn+nom+++=sanctuary,
, ^zz++++=EXTRAWORD
grave ^jj++++=grave
and ^cc++++=and
aviary ^nn++++=aviary,
, ^zz++++=EXTRAWORD
fact ^nn++++=fact
and ^cc++++=and
fable ^jj++++=fable.
. ^zz++++=EXTRAWORD
The ^ati++++=The
world ^nn++++=world
is ^vbz+bez+aux++=is
not ^xnot++not++=not
obliged ^jj+++xvbn+=obliged
to ^to+jcmp+++=to
choose ^vbi++++=choose
one ^cd1++++=one
face ^nn++++=face
for ^in++++=for
our ^pp$+pp1+++=our
convenience ^nn+nom+++=convenience.
. ^zz++++=EXTRAWORD
Sometimes ^rb+cnj+++=Sometimes,
, ^zz++++=EXTRAWORD
in ^in++++=in
inland ^jjb+atrb+++=inland
towns ^nns++++=towns,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
rain ^nn++++=rain
freshens ^nns+++??+=freshens
the ^ati++++=the
roofs ^nns++++=roofs
and ^cc++++=and
trees ^nns++++=trees
shake ^vb++++=shake
green ^nn++++=green
light ^jj++++=light
over ^in++++=over
the ^ati++++=the
road ^nn++++=road,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
awake ^jj++++=awake
before ^cs+sub+++=before
dawn ^nn++++=dawn
believing ^vwbg+vprv+tht0+xvbg+=believing
I ^pp1a+pp1+++=I
hear ^vb+vprv+tht0++=hear
shells ^nps++++=shells
knock ^vb++++=knock
together ^nn+nom+++=together
in ^in++++=in
a ^at++++=a
ship ^nn++++=ship's
's ^$++++=EXTRAWORD
hold ^nn++++=hold.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
comes ^vbz++++=comes
the ^ati++++=the
long ^rb++++=long
boom ^nn++++=boom
of ^in++++=of
water ^nn++++=water
in ^in++++=in
the ^ati++++=the
caverns ^nns+++??+=caverns
of ^in++++=of
Rodondo ^np+++??+=Rodondo;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
the ^ati++++=the
silver ^nn++++=silver
cry ^nn++++=cry
of ^in++++=of
an ^at++++=an
albatross ^nns+++??+=albatross;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
the ^ati++++=the
scrape ^vb++++=scrape
pause ^nn++++=pause
scrape ^vb++++=scrape
of ^in++++=of
an ^at++++=an
ancient ^jj+atrb+++=ancient
foot ^nn++++=foot
advancing ^vwbg+++xvbg+=advancing
over ^in++++=over
cinders ^nns+nom+++=cinders.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
rise ^vb++++=rise
and ^cc+phrs+++=and
go ^vb++++=go
to ^in++++=to
the ^ati++++=the
window ^nn++++=window.
