Poor ^jj+atrb+++=POOR
's ^$++++=EXTRAWORD
noble ^jj+atrb+++=noble
charities ^nns+nom+++=charities.
. ^zz++++=EXTRAWORD
Of ^in+emph+++=Of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
will ^md+prd+++=will
make ^vb++++=make
reasonable ^jj+atrb+++=reasonable
allowances ^nns+nom+++=allowances
for ^in++++=for
the ^ati++++=the
unavoidable ^jj+atrb+++=unavoidable
jam ^nn++++=jam.
. ^zz++++=EXTRAWORD
Good ^jj++++=Good-by.
- ^zz++++=EXTRAWORD
by ^in+strn+++=EXTRAWORD
. ^zz++++=EXTRAWORD
Mind ^nn++++=Mind,
, ^zz++++=EXTRAWORD
Jehu ^np+++??+=Jehu"
" ^zz++++=EXTRAWORD
addressing ^vbg+++xvbg+=addressing
the ^ati++++=the
driver ^nn++++=driver
on ^in++++=on
the ^ati++++=the
box ^nn++++=box
" ^zz++++="this
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
gentleman ^nn+nom+++=gentleman
you ^pp2+pp2+++=you
carry ^vb++++=carry.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
is ^vbz+bez+vrb++=is
just ^rb+emph+++=just
from ^in++++=from
the ^ati++++=the
Guildhall ^np+++??+=Guildhall
Charity ^nn+nom+++=Charity,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
accounts ^nns++++=accounts
for ^in++++=for
his ^pp$+pp3+++=his
appearance ^nn+nom+++=appearance.
. ^zz++++=EXTRAWORD
Go ^vb++++=Go
on ^in++++=on
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
London ^np++++=London
Tavern ^nn++++=Tavern,
, ^zz++++=EXTRAWORD
Fleet ^nn++++=Fleet
Street ^nn++++=Street,
, ^zz++++=EXTRAWORD
remember ^nn+nom+++=remember,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
place ^nn++++=place."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Now,
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Heaven ^nn++++=Heaven
in ^in++++=in
its ^pp$+it+++=its
kind ^nn++++=kind
mercy ^nn++++=mercy
save ^cs+sub+++=save
me ^pp1o+pp1+++=me
from ^in++++=from
the ^ati++++=the
noble ^jj+atrb+++=noble
charities ^nns+nom+++=charities
of ^in++++=of
London ^np++++=London,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
sighed ^vbd+++xvbn+=sighed
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
as ^ql++++=as
that ^dt+dem+++=that
night ^nn++++=night
I ^pp1a+pp1+++=I
lay ^vbd+++xvbnx+=lay
bruised ^jj+++xvbn+=bruised
and ^cc+phrs+++=and
battered ^jj+++xvbn+=battered
on ^in++++=on
my ^pp$+pp1+++=my
bed ^nn++++=bed;
; ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
Heaven ^nn++++=Heaven
save ^cs+sub+++=save
me ^pp1o+pp1+++=me
equally ^rb++++=equally
from ^in++++=from
the ^ati++++=the
' ^zz++++='Poor
poor ^jj+atrb+++=EXTRAWORD
Man ^np++++=Man's
's ^$++++=EXTRAWORD
Pudding ^nn++++=Pudding'
' ^zz++++=EXTRAWORD
and ^cc++++=and
the ^ati++++=the
' ^zz++++='Rich
rich ^jj+atrb+++=EXTRAWORD
man ^np++++=Man's
's ^$++++=EXTRAWORD
crumbs ^nns++++=Crumbs,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="
