# ^zz++++=#
Something ^pn++++=SOMETHING
honour ^nn++++=honour
worse ^jjr++++=worse."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Dick ^np++++=Dick's
's ^$++++=EXTRAWORD
face ^nn++++=face
remained ^vbd+++xvbn+=remained
grave ^jj++++=grave,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
hostile ^jj++++=hostile.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
offered ^vbd+++xvbn+=offered
to ^to++++=to
compensate ^nn+nom+++=compensate
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
observed ^vbd+vprv++xvbnx+=observed.
. ^zz++++=EXTRAWORD
Violet ^jj++++=Violet
made ^xvbn+++xvbn+=made
a ^at++++=a
protesting ^jj+atrb++xvbg+=protesting
movement ^nn+nom+++=movement.
. ^zz++++=EXTRAWORD
" ^zz++++="Must
must ^md+nec+++=EXTRAWORD
we ^pp1a+pp1+++=we
speak ^vb++++=speak
of ^in++++=of
that ^dt+pdem+++=that
again ^rb+tm+++=again?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
must ^md+nec+++=must,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
deserve ^vb++++=deserve
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Kenyon ^np+++??+=Kenyon,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
had ^vbd+hvd+aux++=had
thrown ^vprf+++xvbnx+=thrown
me ^pp1o+pp1+++=me
down ^in++++=down
the ^ati++++=the
stairs ^nns++++=stairs,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
have ^vb+hv+aux++=have
complained ^vprf+++xvbnx+=complained."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
considered ^vbd+vprv+tht0+xvbnx+=considered
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
called ^vbd+++xvbn+=called
me ^pp1o+pp1+++=me
a ^at++++=a
trader ^nn++++=trader
in ^in++++=in
my ^pp$+pp1+++=my
own ^ap++++=own
sister ^nn++++=sister."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
angry ^jj+pred+++=angry."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
were ^vbd+bed+vrb++=were
right ^jj+pred+++=right."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Violet ^jj++++=Violet
slipped ^jj+++xvbn+=slipped
from ^in++++=from
the ^ati++++=the
arm ^nn++++=arm
of ^in++++=of
the ^ati++++=the
chair ^nn++++=chair
and ^cc++++=and
went ^vpsv++agls+xvbn+=went
to ^in++++=to
Jerry ^np++++=Jerry.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
so ^pn+emph+++=so
handsome ^jj++++=handsome,
, ^zz++++=EXTRAWORD
repentant ^nn+nom+++=repentant
and ^cc++++=and
boyish ^jj++++=boyish
that ^cs+sub+++=that
her ^pp3o+pp3+++=her
lingering ^vbg+++xvbg+=lingering
anger ^nn++++=anger
dissolved ^vwbn+++xvbn+=dissolved.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
took ^vbd+++xvbnx+=took
his ^pp$+pp3+++=his
arm ^nn++++=arm.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
were ^vbd+bed+vrb++=were
wrong ^jj+pred+++=wrong,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc++++=EXTRAWORD
so ^ql++++=so
was ^vbd+bedz+vrb++=was
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
let ^vbd+++xvbnx+=let
you ^pp2+pp2+++=you
persuade ^vb++++=persuade
me ^pp1o+pp1+++=me
because ^cs+cos+++=because
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
afraid ^jj+pred+++=afraid
to ^to+jcmp+++=to
choose ^vbi++++=choose
poverty ^nn++++=poverty."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
kissed ^vbd+++xvbn+=kissed
her ^pp$+pp3+++=her
hair ^nn++++=hair.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
have ^vbi+vbi+aux++=have
had ^vb+hv+vrb++=had
a ^at++++=a
better ^jjr+atrb+++=better
brother ^nn++++=brother."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
never ^rb++splt++=never
wanted ^vprf+++xvbnx+=wanted
another ^dt++++=another."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Dick ^np++++=Dick
grunted ^vbd+++xvbn+=grunted.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
does ^vbz+doz+aux++=does
that ^dt+dem+++=that
mean ^jj++++=mean?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
demanded ^vbd+vsua++xvbn+=demanded.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
means ^vbz+vprv+tht0++=means
she ^pp3a+pp3+++=she's
's ^vbz+bez+vrb++0=EXTRAWORD
too ^ql++++=too
forgiving ^nvbg+++xvbg+=forgiving.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She'll
'll ^md+prd+++0=EXTRAWORD
spoil ^vb++++=spoil
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
has ^vbz+hvz+aux++=has
done ^vprf+++xvbnx+=done
so ^pn++++=so
for ^in++++=for
twenty ^cd++++=twenty-eight
- ^zz++++=EXTRAWORD
eight ^cd++++=EXTRAWORD
years ^nns++++=years."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
time ^nn++++=time
somebody ^pn++++=somebody
stopped ^vbd+++xvbn+=stopped
her ^pp$+pp3+++=her."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Violet ^jj++++=Violet
returned ^jj+++xvbn+=returned
to ^in++++=to
Dick ^np++++=Dick.
. ^zz++++=EXTRAWORD
" ^zz++++="Are
are ^vb+ber+aux++=EXTRAWORD
you ^pp2+pp2+++=you
proposing ^vbg+++xvbg+=proposing
to ^to++++=to
manage ^vbi++++=manage
us ^pp1o+pp1+++=us
both ^abx++++=both?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Jerry
jerry ^np++++=EXTRAWORD
can ^md+pos+++=can
manage ^vb++++=manage
himself ^ppl+pp3+++=himself."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can
indeed ^rb+cnj+++=indeed,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Jerry ^np++++=Jerry.
. ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
one ^cd1++++=one
believes ^vbz+vprv+++=believes
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
sonny ^nn++++=sonny."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
picked ^vbd+++xvbn+=picked
up ^rp++++=up
his ^pp$+pp3+++=his
hat ^nn++++=hat
and ^cc++++=and
examined ^vbd+++xvbn+=examined
the ^ati++++=the
crown ^nn++++=crown.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
realize ^vb+vprv+++=realize,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
not ^xnot++not++=not
accept ^vb+vprv+++=accept
a ^at++++=a
place ^nn++++=place
in ^in++++=in
your ^pp$+pp2+++=your
company ^nn++++=company
merely ^rb+down+++=merely
because ^cs+cos+++=because
you ^pp2+pp2+++=you
are ^vb+ber+aux++=are
marrying ^vbg+++xvbgx+=marrying
Violet ^jj++++=Violet."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
realize ^vb+vprv+tht0++=realize
nothing ^pn++++=nothing
of ^in++++=of
the ^ati++++=the
kind ^nn++++=kind.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
need ^nn++++=need
work ^nn++++=work."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
not ^xnot++not++=not
take ^vb++++=take
charity ^nn+nom+++=charity."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
get ^vb++++=get
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
expect ^vb+vprv+++=expect
twelve ^cd++++=twelve
hours ^nns++++=hours
a ^at++++=a
day ^nn++++=day
and ^cc++++=and
some ^dti++++=some
common ^jj+atrb+++=common
sense ^nn++++=sense."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Twelve!"
twelve ^cd++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Perhaps
perhaps ^rb++++=EXTRAWORD
we ^pp1a+pp1+++=we'd
'd ^md"+hvd+pmd"++0=EXTRAWORD
better ^md++++=better
make ^vb++++=make
it ^pp3+it+++=it
fourteen ^cd++++=fourteen."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
considered ^vwbn+vprv++xvbn+=considered.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
salary ^nn++++=salary?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Dick ^np++++=Dick
named ^vbd+++xvbn+=named
a ^at++++=a
sum ^nn++++=sum.
. ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
attempted ^vbd+++xvbn+=attempted
to ^to+vcmp+++=to
conceal ^vbi++++=conceal
his ^pp$+pp3+++=his
pleasure ^nn++++=pleasure.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
unreasonable ^jj++++=unreasonable.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
should ^md+nec+++=should
be ^vb+be+vrb++=be
prospects ^nns++++=prospects."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
earn ^vb++++=earn
them ^pp3o+pp3+++=them."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
a ^at++++=a
certain ^jj+atrb+++=certain
independence ^nn+nom+++=independence
of ^in++++=of
action ^nn++++=action."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
could ^md+pos+++=could
hardly ^rb+down+++=hardly
consent ^nn++++=consent
to ^to++++=to
become ^vbi++++=become
a ^at++++=a
machine ^nn++++=machine."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
wo ^&fw++++=won't.
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
Machines ^nns++++=Machines
are ^vb+ber+vrb++=are
reliable ^jj+pred+++=reliable."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Violet ^jj++++=Violet
laughed ^jj+++xvbn+=laughed.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
first ^rb++++=first
free ^jj+atrb+++=free
laugh ^nn++++=laugh
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
uttered ^vprf+++xvbnx+=uttered
in ^in++++=in
many ^ap++++=many
weeks ^nns++++=weeks,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
both ^abx++++=both
men ^nns++++=men
turned ^vbd+++xvbn+=turned
toward ^in++++=toward
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
The ^ati++++=The
poor ^jj+atrb+++=poor
little ^jj+atrb+++=little
room ^nn++++=room,
, ^zz++++=EXTRAWORD
with ^in++++=with
its ^pp$+it+++=its
faded ^jj+atrb++xvbn+=faded
curtains ^nns++++=curtains
and ^cc++++=and
scorched ^vbd+++xvbn+=scorched
hearthrug ^nn++++=hearthrug,
, ^zz++++=EXTRAWORD
seemed ^j+++xvbn+=seemed
suddenly ^rb++++=suddenly
dear ^jj++++=dear
to ^in++++=to
her ^pp$+pp3+++=her
because ^cs+cos+++=because
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
held ^vprf+++xvbnx+=held
all ^abn++++=all
their ^pp$+pp3+++=their
misery ^nn++++=misery
and ^cc++++=and
now ^rn+tm+++=now
contained ^vbd+++xvbn+=contained
their ^pp$+pp3+++=their
happiness ^nns+nom+++=happiness.
. ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
came ^vbd+++xvbn+=came
to ^to++++=to
stand ^vbi++++=stand
before ^in++++=before
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
one ^cd1++++=one
thing ^nn++++=thing
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do
not ^xnot++not++=not
follow ^vb+vprv+++=follow,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
had ^vb+hv+aux++=had
already ^rb++splt++=already
arranged ^vprf+++xvbnx+=arranged
to ^to+vcmp+++=to
purchase ^vb++++=purchase
my ^pp$+pp1+++=my
shares ^nns++++=shares
and ^cc++++=and
prevent ^vb++++=prevent
our ^pp$+pp1+++=our
ruin ^nn++++=ruin,
, ^zz++++=EXTRAWORD
why ^wrb+who+whq++=why
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
ask ^vb++++=ask
Violet ^jj++++=Violet
to ^to++++=to
marry ^vbi++++=marry
you ^pp2+pp2+++=you
before ^in++++=before
telling ^xvbg+++xvbg+=telling
her ^pp$+pp3+++=her?
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
must ^md+nec+++=must
have ^vb+hv+aux++=have
known ^vprf++tht0+xvbnx+=known
she ^pp3a+pp3+++=she
might ^md+pos+++=might
accept ^vb+vprv+++=accept
for ^in++++=for
your ^pp$+pp2+++=your
money ^nn++++=money."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Dick ^np++++=Dick's
's ^$++++=EXTRAWORD
gaze ^nn++++=gaze
rested ^vbd+++xvbn+=rested
upon ^in++++=upon
the ^ati++++=the
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
knew ^vbd+vprv++xvbnx+=knew."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
you ^pp2+pp2+++=you
walked ^vbd+++xvbn+=walked
into ^in+ppvb+++=into
the ^ati++++=the
trap ^nn++++=trap
deliberately ^rb++++=deliberately."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
took ^vbd+++xvbnx+=took
a ^at++++=a
chance ^nn++++=chance."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
tremendous ^jj+atrb+++=tremendous
chance ^nn++++=chance."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
taken ^vprf+++xvbnx+=taken
bigger ^jjr++++=bigger."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="In
in ^in++++=EXTRAWORD
mines ^nns++++=mines,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
in ^in++++=in
wives ^nns++++=wives."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Dick ^np++++=Dick's
's ^$++++=EXTRAWORD
fingers ^nns+nom+++=fingers
tightened ^vbd+++xvbn+=tightened
about ^in++++=about
Violet ^np++++=Violet's
's ^$++++=EXTRAWORD
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
thought ^vbd+++xvbnx+=thought
there ^ex+pex+++=there
might ^md+pos+++=might
be ^vb+be+vrb++=be
something ^pn++++=something
worth ^in++++=worth
having ^nn++++=having
in ^in++++=in
the ^ati++++=the
deal ^nn++++=deal."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Violet ^jj++++=Violet
looked ^jj+++xvbn+=looked
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
heavy ^jj++++=heavy-lidded
- ^zz++++=EXTRAWORD
lidded ^jj+atrb+++=EXTRAWORD
eyes ^nns++++=eyes
met ^vbd+++xvbn+=met
hers ^pp$$++++=hers.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
no ^at++++=no
longer ^rbr++++=longer
drowsy ^jj++++=drowsy
to ^in++++=to
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
knew ^vbd+vprv++xvbnx+=knew
now ^rn+tm+++=now
how ^wrb+who+++=how
much ^ap++++=much
light ^jj++++=light
they ^pp3a+pp3+++=they
could ^md+pos+++=could
hold ^vb+vprv+++=hold.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Something
something ^pn++++=EXTRAWORD
bigger ^jjr++++=bigger
than ^in++++=than
money ^nn++++=money."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
made ^vbd+++xvbn+=made
an ^at++++=an
expressive ^jj+atrb+++=expressive
grimace ^nn++++=grimace.
. ^zz++++=EXTRAWORD
" ^zz++++="Sentiment!
sentiment ^nn+nom+++=EXTRAWORD
! ^zz++++=EXTRAWORD
From ^in++++=From
Kenyon ^np+++??+=Kenyon!
! ^zz++++=EXTRAWORD
The ^ati++++=The
world ^nn++++=world
is ^vbz+bez+aux++=is
ending ^vbg+++xvbgx+=ending."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
will ^md+prd+++=will
end ^vb++++=end
for ^in++++=for
you ^pp2+pp2+++=you
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
repeat ^nn++++=repeat
that ^tht+rel+++=that
outside ^jjb++++=outside
this ^dt+dem+++=this
room ^nn++++=room."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Threats
threats ^nns++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
eve ^nn++++=eve
of ^in++++=of
becoming ^xvbg+++xvbg+=becoming
my ^pp$+pp1+++=my
brother ^nn++++=brother!
! ^zz++++=EXTRAWORD
Violet ^jj++++=Violet,
, ^zz++++=EXTRAWORD
control ^nn++++=control
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
no ^at++++=no
wish ^nn++++=wish
to ^to+ncmp+++=to."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
marriage ^nn+nom+++=marriage
has ^vbz+hvz+aux++=has
already ^rb++splt++=already
corrupted ^vprf+++xvbnx+=corrupted
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
moved ^vbd+++xvbnx+=moved
toward ^in++++=toward
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
turned ^vbd+++xvbn+=turned
back ^rb+phrv+++=back
with ^in++++=with
unusual ^jj+atrb+++=unusual
hesitation ^nn+nom+++=hesitation.
. ^zz++++=EXTRAWORD
" ^zz++++="Vi,
vi ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
you ^pp2+pp2+++=you
truly ^rb++++=truly
happy ^jj++++=happy?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
answer ^nn++++=answer
came ^vbd+++xvbn+=came
without ^in++++=without
fear ^nn++++=fear.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Kenyon ^np+++??+=Kenyon?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Dick ^np++++=Dick
glanced ^vbd+++xvbn+=glanced
up ^rp++++=up
at ^in++++=at
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
guess ^vb++++=guess
I ^pp1a+pp1+++=I
can ^md+pos+++=can
stand ^vb++++=stand
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
nodded ^vbd+++xvbn+=nodded,
, ^zz++++=EXTRAWORD
deeply ^rb++++=deeply
satisfied ^jj+++xvbn+=satisfied.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
go ^vb++++=go
and ^cc++++=and
order ^to++++=order
dinner ^nn++++=dinner.
. ^zz++++=EXTRAWORD
A ^at++++=A
proper ^jj+atrb+++=proper
dinner ^nn++++=dinner,
, ^zz++++=EXTRAWORD
with ^in++++=with
champagne ^nn++++=champagne.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
can ^md+pos+++=can
afford ^vb++++=afford
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
can ^md+pos+++=can
afford ^vb++++=afford
one ^cd1++++=one
bottle ^nn++++=bottle,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Dick ^np++++=Dick
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Two.
two ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
shares ^nns++++=shares
are ^vb+ber+vrb++=are
at ^rb++++=at
fourteen ^cd++++=fourteen."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="One."
one ^pn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Very
very ^ql+amp+++=EXTRAWORD
well ^rb++++=well.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
large ^jj+atrb+++=large
bottle ^nn++++=bottle."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
vanished ^vbd+++xvbnx+=vanished
before ^cs+sub+++=before
further ^jjb+atrb+++=further
economy ^nn++++=economy
could ^md+pos+++=could
be ^vb+be+aux++=be
imposed ^vpsv++agls+xvbnx+=imposed
upon ^in++++=upon
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Violet ^jj++++=Violet
and ^cc++++=and
Dick ^np++++=Dick
were ^vbd+bed+aux++=were
left ^vpsv++agls+xvbnx+=left
alone ^rb++++=alone.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^rb++++=a
little ^rb"++++=little
while ^cs+sub+++=while
neither ^dt++neg++=neither
spoke ^vbd+++xvbn+=spoke.
. ^zz++++=EXTRAWORD
The ^ati++++=The
city ^nn++++=city
murmured ^vbd+++xvbn+=murmured
beyond ^in++++=beyond
the ^ati++++=the
rain ^nn++++=rain-dimmed
- ^zz++++=EXTRAWORD
dimmed ^xvbn+++xvbn+=EXTRAWORD
windows ^nns++++=windows,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
fire ^nn++++=fire
burned ^vbd+++xvbn+=burned
steadily ^rb+cnj+++=steadily,
, ^zz++++=EXTRAWORD
consuming ^vbg+++xvbg+=consuming
the ^ati++++=the
last ^ap++++=last
of ^in++++=of
Jerry ^np++++=Jerry's
's ^$++++=EXTRAWORD
sovereign ^nn++++=sovereign
in ^in++++=in
small ^jj+atrb+++=small
red ^jj+atrb+++=red
flames ^nns++++=flames.
. ^zz++++=EXTRAWORD
" ^zz++++="Dick,"
dick ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Violet ^jj++++=Violet
said ^vbd+vpub++xvbn+=said
at ^rb++++=at
length ^rb"++++=length.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes?"
yes ^uh++++=EXTRAWORD
