# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
September ^nr+nom+++=September
cannot ^md+pos+not++=cannot
escape ^vb++++=escape?
? ^zz++++=EXTRAWORD
To ^to++++=To
lie ^vbi++++=lie
scattered ^vbd+++xvbn+=scattered,
, ^zz++++=EXTRAWORD
aware ^jj++++=aware,
, ^zz++++=EXTRAWORD
incapable ^jj++++=incapable
even ^rb++++=even
of ^in++++=of
motion ^nn++++=motion
ah ^uh++++=ah!
! ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
abysses ^nns+++??+=abysses
beneath ^in+pl+++=beneath
the ^ati++++=the
abyss ^nn++++=abyss.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
close ^vb++++=close
my ^pp$+pp1+++=my
eyes ^nns++++=eyes
and ^cc++++=and
see ^vb+vprv+++=see
Bertha ^np+++??+=Bertha
as ^ql++++=as
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
ran ^vbd+++xvbnx+=ran
from ^in++++=from
Lady ^nn++++=Lady
Ursula ^np++++=Ursula's
's ^$++++=EXTRAWORD
terrace ^nn++++=terrace:
: ^zz++++=EXTRAWORD
dark ^jj+atrb+++=dark
hair ^nn++++=hair
streaming ^vwbg+++xvbg+=streaming,
, ^zz++++=EXTRAWORD
hand ^nn++++=hand
extended ^vbd+++xvbn+=extended,
, ^zz++++=EXTRAWORD
love ^nn++++=love
victorious ^jj++++=victorious
over ^in++++=over
fear ^nn++++=fear.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
I ^pp1a+pp1+++=I
imagine ^vb+vprv+++=imagine
that ^tht+vcmp+++=that
death ^nn++++=death
has ^vbz+hvz+aux++=has
not ^xnot++not++=not
annihilated ^vbd+++xvbn+=annihilated
her ^pp$+pp3+++=her
but ^cc++++=but
carried ^vbd+++xvbn+=carried
her ^pp$+pp3+++=her
beyond ^in++++=beyond
a ^at++++=a
veil ^nn++++=veil
through ^in++++=through
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
alone ^rb++++=alone
cannot ^md+pos+not++=cannot
pass ^vb++++=pass.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
waits ^nns+++??+=waits;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
linger ^vb++++=linger.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
year ^nn++++=year
is ^vbz+bez+vrb++=is
another ^dt++++=another
locked ^jj+atrb++xvbn+=locked
door ^nn++++=door
between ^in++++=between
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
At ^rb++++=At
other ^ap++++=other
times ^nns++++=times
I ^pp1a+pp1+++=I
fear ^vb++++=fear
she ^pp3a+pp3+++=she
has ^vbz+hvz+aux++=has
forgotten ^vprf+++xvbnx+=forgotten
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
should ^md+nec+++=should
the ^ati++++=the
dead ^jj+atrb+++=dead
preserve ^nn++++=preserve
those ^dt+dem+++=those
passions ^nns++++=passions
which ^whp+rel+subj++=which
tormented ^vbd+++xvbn+=tormented
the ^ati++++=the
living ^nvbg+++xvbg+=living?
? ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
she ^pp3a+pp3+++=she
has ^vbz+hvz+aux++=has
entered ^vprf+++xvbnx+=entered
a ^at++++=a
peace ^nn++++=peace
too ^rb++++=too
vast ^jj++++=vast
for ^in++++=for
remembrance ^nn+nom+++=remembrance.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
my ^pp$+pp1+++=my
love ^nn++++=love,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
once ^rb+tm+++=once
called ^vwbn+++xvbn+=called
eternal ^jj++++=eternal,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
merely ^rb+down+++=merely
the ^ati++++=the
chain ^nn++++=chain
binding ^jj++++=binding
me ^pp1o+pp1+++=me
to ^in++++=to
a ^at++++=a
shadow ^nn++++=shadow.
. ^zz++++=EXTRAWORD
No ^at++++=No
let ^vbd+++xvbn+=let
philosophers ^nns+nom+++=philosophers
dispute ^nn++++=dispute.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
loved ^vbd+++xvbnx+=loved
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
love ^nn++++=love
her ^pp3o+pp3+++=her
still ^rb++++=still.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
three ^cd++++=three
hundred ^cd++++=hundred
years ^nns++++=years
have ^vb+hv+aux++=have
not ^xnot++not++=not
cured ^vbd+++xvbn+=cured
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
no ^at++++=no
medicine ^nn++++=medicine
can ^md+pos+++=can.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lamp ^nn++++=lamp
burns ^nns++++=burns
low ^jj++++=low
as ^ql++++=as
I ^pp1a+pp1+++=I
write ^vb++++=write.
. ^zz++++=EXTRAWORD
Dawn ^nn++++=Dawn
will ^md+prd+++=will
soon ^rb+tm+splt++=soon
touch ^vb++++=touch
the ^ati++++=the
harbour ^nn++++=harbour,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
masts ^nns+++??+=masts
will ^md+prd+++=will
emerge ^vb++++=emerge
one ^pn++++=one
by ^in++++=by
one ^pn++++=one
from ^in++++=from
darkness ^nns+nom+++=darkness
like ^in++++=like
crosses ^nn++++=crosses
in ^in++++=in
a ^at++++=a
drowned ^jj+atrb++xvbn+=drowned
churchyard ^nn++++=churchyard.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
chest ^nn++++=chest
is ^vbz+bez+aux++=is
packed ^vpsv++agls+xvbnx+=packed.
. ^zz++++=EXTRAWORD
Within ^in++++=Within
it ^pp3+it+++=it
lie ^vb++++=lie
warm ^jj+atrb+++=warm
garments ^nns+nom+++=garments,
, ^zz++++=EXTRAWORD
instruments ^nns+nom+++=instruments,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
memoir ^nn++++=memoir,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
little ^jj+atrb+++=little
Venetian ^np+++??+=Venetian
mirror ^nn++++=mirror
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
carried ^vprf+++xvbnx+=carried
since ^in++++=since
the ^ati++++=the
first ^od++++=first
years ^nns++++=years
of ^in++++=of
my ^pp$+pp1+++=my
marriage ^nn+nom+++=marriage.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why
take ^vb++++=take
that ^cs+sub+++=that
hateful ^jj+atrb+++=hateful
witness ^nns+nom+++=witness?
? ^zz++++=EXTRAWORD
Because ^cs+cos+++=Because
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
return ^vb++++=return,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
look ^vb++++=look
once ^rb+tm+++=once
more ^rbr++++=more
and ^cc++++=and
ask ^vb++++=ask
whether ^cs+who+++=whether
the ^ati++++=the
ice ^nn++++=ice
has ^vbz+hvz+aux++=has
written ^vprf+++xvbnx+=written
a ^at++++=a
single ^jj+atrb+++=single
line ^nn++++=line
upon ^in++++=upon
my ^pp$+pp1+++=my
face ^nn++++=face.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
it ^pp3+it+++=it
has ^vbz+hvz+vrb++=has
joy ^nn++++=joy!
! ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
one ^cd1++++=one
hair ^nn++++=hair
is ^vbz+bez+vrb++=is
white ^jj+pred+++=white,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
one ^cd1++++=one
wrinkle ^nn++++=wrinkle
appears ^vbz+seem+++=appears,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
hail ^vb++++=hail
it ^pp3+it+++=it
as ^in++++=as
a ^at++++=a
messenger ^np+nom+++=messenger
more ^rbr++++=more
beautiful ^jj++++=beautiful
than ^in++++=than
Hope ^nn++++=Hope.
. ^zz++++=EXTRAWORD
Decay ^nn++++=Decay
will ^md+prd+++=will
be ^vb+be+vrb++=be
my ^pp$+pp1+++=my
sunrise ^nn++++=sunrise;
; ^zz++++=EXTRAWORD
infirmity ^nn+nom+++=infirmity
my ^pp$+pp1+++=my
bridal ^jj+atrb+++=bridal
garment ^nn+nom+++=garment;
; ^zz++++=EXTRAWORD
Death ^nn++++=Death,
, ^zz++++=EXTRAWORD
no ^at++++=no
longer ^rbr++++=longer
an ^at++++=an
ill ^jj++++=ill-visaged
- ^zz++++=EXTRAWORD
visaged ^jj+atrb++xvbn+=EXTRAWORD
enemy ^nn++++=enemy,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
long ^jj++++=long-expected
- ^zz++++=EXTRAWORD
expected ^vbd+vprv++xvbn+=EXTRAWORD
friend ^nn++++=friend
who ^whp+rel+obj++=who
leads ^nns++++=leads
me ^pp1o+pp1+++=me
to ^in++++=to
Bertha ^np+++??+=Bertha.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
nothing ^pn++++=nothing
changes ^nns++++=changes,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
the ^ati++++=the
question ^nn+nom+++=question
will ^md+prd+++=will
darken ^vb+++xvbn+=darken
but ^cc++++=but
not ^xnot++not++=not
vanish ^vb++++=vanish.
. ^zz++++=EXTRAWORD
Am ^vb+bem+vrb++=Am
I ^pp1a+pp1+++=I
immortal ^jj++++=immortal?
? ^zz++++=EXTRAWORD
Tomorrow ^nr+tm+++=To-morrow
I ^pp1a+pp1+++=I
go ^vb++++=go
northward ^jjb++++=northward
to ^in++++=to
demand ^nn++++=demand
an ^at++++=an
answer ^nn++++=answer
from ^in++++=from
cold ^nn++++=cold,
, ^zz++++=EXTRAWORD
solitude ^nn++++=solitude,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
night ^nn++++=night.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
my ^pp$+pp1+++=my
bones ^nns++++=bones
will ^md+prd+++=will
lie ^vb++++=lie
beneath ^in+pl+++=beneath
an ^at++++=an
unnamed ^jj+atrb+++=unnamed
field ^nn++++=field
of ^in++++=of
ice ^nn++++=ice,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
these ^dt+dem+++=these
pages ^nns++++=pages
alone ^rb++++=alone
return ^vb++++=return.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
come ^vb++++=come
back ^jjb++++=back
unchanged ^jj++++=unchanged,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
every ^at++++=every
companion ^nn++++=companion
has ^vbz+hvz+aux++=has
perished ^vprf+++xvbnx+=perished.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
centuries ^nns++++=centuries
hence ^rb+cnj+++=hence
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
read ^vb+vprv++xvbn+=read
these ^dt+dem+++=these
words ^nns++++=words
and ^cc++++=and
pity ^nn++++=pity
the ^ati++++=the
credulous ^jj+atrb+++=credulous
youth ^nn++++=youth
of ^in++++=of
three ^cd++++=three
hundred ^cd++++=hundred
and ^cc++++=and
twenty ^cd++++=twenty-three
- ^zz++++=EXTRAWORD
three ^cd++++=EXTRAWORD
who ^whp+rel+subj++=who
still ^rb++++=still
believed ^vbd+vprv++xvbn+=believed
Nature ^nn++++=Nature
capable ^jj++++=capable
of ^in++++=of
mercy ^nn++++=mercy.
. ^zz++++=EXTRAWORD
The ^ati++++=The
harbour ^nn++++=harbour
bell ^nn++++=bell
sounds ^nns++++=sounds.
. ^zz++++=EXTRAWORD
For ^rb++++=For
ever ^rb"++++=ever?
? ^zz++++=EXTRAWORD
No ^at++++=No.
. ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=I
will ^md+prd+++=will
not ^xnot++not++=not
write ^vb++++=write
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
not ^xnot++not++=Not
yet ^rb++++=yet.
. ^zz++++=EXTRAWORD
