*[sam ^nn+++??+=*[Sam
simple ^jj++++=simple,
, ^zz++++=EXTRAWORD
' ^zz++++='Because
because ^cs+cos+++=EXTRAWORD
I ^pp1a+pp1+++=I
love ^nn++++=love
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Huldah ^np+++??+=Huldah.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
Huldy ^np+++??+=Huldy
smiled ^vbd+++xvbn+=smiled
through ^in++++=through
tears ^nns++++=tears.
. ^zz++++=EXTRAWORD
" ^zz++++="'Yes,
' ^zz++++=EXTRAWORD
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she.
. ^zz++++=EXTRAWORD
" ^zz++++="Now,
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
boys ^nns++++=boys,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you'd
'd ^md+prd+aux++0=EXTRAWORD
suppose ^vb+vprv+++=suppose
a ^at++++=a
man ^nn++++=man,
, ^zz++++=EXTRAWORD
havin ^nn+++??+=havin'
' ^zz++++=EXTRAWORD
been ^vprf+ben+aux+xvbn+=been
accepted ^vpsv++agls+xvbnx+=accepted,
, ^zz++++=EXTRAWORD
might ^md+pos+++=might
kiss ^vb++++=kiss
the ^ati++++=the
woman ^nn++++=woman.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Parson ^np++++=Parson
Carryl ^np+++??+=Carryl
stood ^vbd+++xvbn+=stood
there ^rn+pl+++=there
lookin ^nn+++??+=lookin'
' ^zz++++=EXTRAWORD
relieved ^vbd+++xvbn+=relieved
and ^cc++++=and
happy ^jj++++=happy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
trust ^vb+vprv+tht0++=trust
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
justify ^vb++++=justify
your ^pp$+pp2+++=your
confidence ^nn+nom+++=confidence.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="Huldy
huldy ^nn+++??+=EXTRAWORD
waited ^vbd+++xvbn+=waited.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
picked ^vbd+++xvbnx+=picked
up ^rp++++=up
his ^pp$+pp3+++=his
spectacles ^nns++++=spectacles.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
waited ^vbd+++xvbnx+=waited
still ^jj+pred+++=still.
. ^zz++++=EXTRAWORD
" ^zz++++="At
at ^rb++++=EXTRAWORD
last ^rb"++++=last
she ^pp3a+pp3+++=she
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
' ^zz++++='Parson
parson ^nn++++=EXTRAWORD
Carryl ^np+++??+=Carryl?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Yes,
' ^zz++++=EXTRAWORD
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Huldah ^np+++??+=Huldah?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'I
' ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
believe ^vb+vprv+++=believe
Mis ^npt++++=Mis'
' ^zz++++=EXTRAWORD
Carryl ^np+++??+=Carryl
would ^md+prd+++=would
have ^vb+hv+aux++=have
thought ^vprf+++xvbnx+=thought
it ^pp3+it+++=it
improper ^jj++++=improper
for ^in++++=for
you ^pp2+pp2+++=you
to ^to++++=to
kiss ^vbi++++=kiss
the ^ati++++=the
woman ^nn++++=woman
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
goin ^nn+++??+=goin'
' ^zz++++=EXTRAWORD
to ^to++++=to
marry ^vbi++++=marry.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'My
' ^zz++++=EXTRAWORD
my ^pp$+pp1+++=EXTRAWORD
dear ^nn++++=dear,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
learned ^vbd+vprv+tht0+xvbn+=learned
something ^pn++++=something
no ^at++++=no
theological ^jj+atrb+++=theological
seminary ^nn+nom+++=seminary
had ^vb+hv+aux++=had
ever ^rb++splt++=ever
taught ^vprf+++xvbnx+=taught
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
tell ^vb++++=tell
the ^ati++++=the
parish ^nn++++=parish.
. ^zz++++=EXTRAWORD
Huldy ^np+++??+=Huldy
said ^vbd+vpub++xvbn+=said
if ^cs+cnd+++=if
folks ^nns++++=folks
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
the ^ati++++=the
trouble ^nn++++=trouble
to ^to++++=to
invent ^vbi++++=invent
the ^ati++++=the
courtship ^nn+nom+++=courtship,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
need ^vb++++=needn't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+aux++=be
burdened ^vpsv++agls+xvbnx+=burdened
with ^in++++=with
arrangin ^nn+++??+=arrangin'
' ^zz++++=EXTRAWORD
the ^ati++++=the
weddin ^nn+++??+=weddin'.
'. ^nn+++??+=EXTRAWORD
So ^ql++++=So
the ^ati++++=the
parson ^nn++++=parson
rode ^vbd+++xvbn+=rode
over ^in++++=over
to ^in++++=to
North ^nr+pl+++=North
Beulah ^np+++??+=Beulah,
, ^zz++++=EXTRAWORD
spoke ^j+++xvbn+=spoke
to ^in++++=to
his ^pp$+pp3+++=his
old ^jj+atrb+++=old
friend ^nn++++=friend
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Marsh ^np++++=Marsh,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
next ^ap++++=next
Tuesday ^nr++++=Tuesday
mornin ^nn+++??+=mornin'
' ^zz++++=EXTRAWORD
Huldy ^np+++??+=Huldy
put ^vbd+++xvbn+=put
on ^rb+phrv+++=on
a ^at++++=a
dove ^np++++=dove-colored
- ^zz++++=EXTRAWORD
colored ^jj+atrb++xvbn+=EXTRAWORD
dress ^nn++++=dress
she ^pp3a+pp3+++0=she'd
'd ^vbd+hvd+aux++=EXTRAWORD
made ^vprf+++xvbnx+=made
quiet ^nn++++=quiet
in ^in++++=in
her ^pp$+pp3+++=her
own ^ap++++=own
room ^nn++++=room.
. ^zz++++=EXTRAWORD
Enoch ^np++++=Enoch
drove ^vbd+++xvbn+=drove
them ^pp3o+pp3+++0='em
over ^in++++=over
in ^in++++=in
the ^ati++++=the
chaise ^nn++++=chaise,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Marsh ^np++++=Marsh
married ^vbd+++xvbn+=married
them ^pp3o+pp3+++0='em
with ^in++++=with
his ^pp$+pp3+++=his
wife ^nn++++=wife
and ^cc++++=and
Enoch ^np++++=Enoch
for ^in++++=for
witnesses ^nns+nom+++=witnesses.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
came ^vbd+++xvbnx+=came
home ^nr++++=home
by ^in++++=by
sunset ^nn++++=sunset.
. ^zz++++=EXTRAWORD
Huldy ^np+++??+=Huldy
went ^vbd+++xvbn+=went
straight ^rb++++=straight
into ^in++++=into
the ^ati++++=the
kitchen ^nn++++=kitchen
and ^cc++++=and
saw ^vpsv++agls+xvbn+=saw
to ^in+ppvb+++=to
the ^ati++++=the
biscuit ^nn++++=biscuit,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
marryin ^nn+++??+=marryin'
' ^zz++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
keep ^vb++++=keep
bread ^nn++++=bread
from ^in++++=from
burnin ^nn+++??+=burnin'.
'. ^nn+++??+=EXTRAWORD
But ^cs+sub+++=But
that ^cs"++++=that
evenin ^nn+++??+=evenin'
' ^zz++++=EXTRAWORD
the ^ati++++=the
parson ^nn++++=parson
sat ^vbd+++xvbn+=sat
with ^in++++=with
her ^pp$+pp3+++=her
on ^in++++=on
the ^ati++++=the
porch ^nn++++=porch,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^rn+pl+++=there
war ^nn++++=warn't
n't ^xnot++not++0=EXTRAWORD
much ^rb++++=much
sermon ^nn++++=sermon
writin ^nn+++??+=writin'
' ^zz++++=EXTRAWORD
done ^vprf+++xvbn+=done.
. ^zz++++=EXTRAWORD
" ^zz++++="Sunday
sunday ^nr++++=EXTRAWORD
mornin ^nn+++??+=mornin'
' ^zz++++=EXTRAWORD
the ^ati++++=the
meetin ^nn+++??+=meetin'-house
'-house ^nn+++??+=EXTRAWORD
was ^vbd+bedz+vrb++=was
full ^jj+pred+++=full.
. ^zz++++=EXTRAWORD
Rumor ^np+++??+=Rumor
had ^vbd+hvd+aux++=had
got ^vprf+++xvbnx+=got
tired ^jj+++xvbn+=tired
for ^in++++=for
lack ^nn++++=lack
of ^in++++=of
fresh ^jj+atrb+++=fresh
feed ^nn++++=feed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mis ^npt++++=Mis'
' ^zz++++=EXTRAWORD
Pipperidge ^np+++??+=Pipperidge
was ^vbd+bedz+vrb++=was
watchin ^nn+++??+=watchin'
' ^zz++++=EXTRAWORD
the ^ati++++=the
door ^nn++++=door
to ^to++++=to
see ^vbi+vprv+++=see
whether ^cs+who+++=whether
Huldy ^np+++??+=Huldy
would ^md+prd+++=would
have ^vb+hv+vrb++=have
the ^ati++++=the
face ^nn++++=face
to ^to++++=to
come ^vbi++++=come
in ^in++++=in
after ^in++++=after
all ^abn++++=all
the ^ati++++=the
' ^zz++++='concern.'
concern ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
first ^rb++++=first
bell ^nn++++=bell
rang ^vbd+++xvbn+=rang.
. ^zz++++=EXTRAWORD
Deacon ^np+++??+=Deacon
Blodgett ^np+++??+=Blodgett
stood ^vbd+++xvbn+=stood
in ^in++++=in
the ^ati++++=the
aisle ^nn++++=aisle.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Asphyxia ^np++++=Asphyxia
craned ^vbd+++xvbn+=craned
her ^pp$+pp3+++=her
neck ^nn++++=neck.
. ^zz++++=EXTRAWORD
Mis ^npt++++=Mis'
' ^zz++++=EXTRAWORD
Pipperidge ^np+++??+=Pipperidge
sat ^vbd+++xvbn+=sat
stiff ^jj++++=stiff
in ^in++++=in
the ^ati++++=the
front ^jjb+atrb+++=front
side ^nn++++=side
pew ^nn+++??+=pew,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
black ^jj+atrb+++=black
eyes ^nns++++=eyes
sharper ^jjr++++=sharper
than ^in++++=than
carpet ^nn++++=carpet
tacks ^nns++++=tacks.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
the ^ati++++=the
door ^nn++++=door
opened ^vbd+++xvbn+=opened.
. ^zz++++=EXTRAWORD
" ^zz++++="In
in ^in++++=EXTRAWORD
walked ^vbd+++xvbn+=walked
Parson ^nn++++=Parson
Carryl ^np+++??+=Carryl,
, ^zz++++=EXTRAWORD
dignified ^jj++++=dignified
as ^in++++=as
ever ^rb+cnj+++=ever,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Huldy ^np+++??+=Huldy
beside ^in+pl+++=beside
him ^pp3o+pp3+++=him
on ^in++++=on
his ^pp$+pp3+++=his
arm ^nn++++=arm,
, ^zz++++=EXTRAWORD
wearin ^nn+++??+=wearin'
' ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
dove ^np++++=dove-colored
- ^zz++++=EXTRAWORD
colored ^jj+atrb++xvbn+=EXTRAWORD
dress ^nn++++=dress
and ^cc++++=and
a ^at++++=a
white ^jj+atrb+++=white
bonnet ^nn++++=bonnet
with ^in++++=with
one ^cd1++++=one
small ^jj+atrb+++=small
sprig ^nn+++??+=sprig
of ^in++++=of
myrtle ^nn+++??+=myrtle.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
came ^vbd+++xvbnx+=came
up ^rp++++=up
the ^ati++++=the
aisle ^nn++++=aisle
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
could ^md+pos+++=could
feel ^vb+vprv+tht0++=feel
the ^ati++++=the
congregation ^nn+nom+++=congregation
stop ^vb++++=stop
breathin ^nn+++??+=breathin'.
'. ^nn+++??+=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
parson ^nn++++=parson
led ^vbd+++xvbn+=led
Huldy ^np+++??+=Huldy
into ^in++++=into
the ^ati++++=the
minister ^nn+nom+++=minister's
's ^$++++=EXTRAWORD
pew ^nn+++??+=pew,
, ^zz++++=EXTRAWORD
leaned ^j+++xvbn+=leaned
down ^rp++++=down,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
said ^vbd+vpub++xvbn+=said
something ^pn++++=something
that ^cs+sub+++=that
made ^vprf+++xvbn+=made
her ^pp$+pp3+++=her
smile ^nn++++=smile.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
into ^in++++=into
the ^ati++++=the
pulpit ^nn++++=pulpit.
. ^zz++++=EXTRAWORD
" ^zz++++="Mis'
mis ^npt++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Pipperidge ^np++++=Pipperidge's
's ^$++++=EXTRAWORD
mouth ^nn++++=mouth
opened ^vbd+++xvbn+=opened.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
shut ^vbd+++xvbn+=shut.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
opened ^vbd+++xvbn+=opened
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Mis ^npt++++=Mis'
' ^zz++++=EXTRAWORD
Blodgett ^np+++??+=Blodgett
dropped ^vbd+++xvbn+=dropped
her ^pp$+pp3+++=her
hymnbook ^nn+++??+=hymnbook.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Asphyxia ^np++++=Asphyxia
whispered ^vbd+++xvbn+=whispered,
, ^zz++++=EXTRAWORD
' ^zz++++='What
what ^wdt+who+whq++=EXTRAWORD
does ^vbz+doz+aux++=does
it ^pp3+it+++=it
mean ^vb+vprv+++=mean?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
loud ^jj++++=loud
enough ^qlp++++=enough
to ^to++++=to
be ^vbi+vbi+aux++=be
heard ^vpsv++agls+xvbnx+=heard
three ^cd++++=three
pews ^nns++++=pews
off ^in+strn+++=off.
. ^zz++++=EXTRAWORD
" ^zz++++="Arter
arter ^jjr++++=EXTRAWORD
the ^ati++++=the
opening ^jj+atrb++xvbg+=opening
hymn ^nn++++=hymn,
, ^zz++++=EXTRAWORD
the ^ati++++=the
parson ^nn++++=parson
looked ^vbd+++xvbn+=looked
over ^in++++=over
the ^ati++++=the
congregation ^nn+nom+++=congregation.
. ^zz++++=EXTRAWORD
" ^zz++++="'Before
' ^zz++++=EXTRAWORD
before ^in++++=EXTRAWORD
proceeding ^nn++++=proceeding
to ^in++++=to
the ^ati++++=the
discourse ^nn++++=discourse,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
a ^at++++=a
personal ^jj+atrb+++=personal
announcement ^nn+nom+++=announcement.
. ^zz++++=EXTRAWORD
On ^in++++=On
Tuesday ^nr++++=Tuesday
last ^rb+cnj+++=last,
, ^zz++++=EXTRAWORD
Huldah ^np+++??+=Huldah
Greene ^np+++??+=Greene
and ^cc++++=and
I ^pp1a+pp1+++=I
were ^vbd+bed+vrb++=were
united ^np++++=united
in ^in++++=in
marriage ^nn+nom+++=marriage
by ^in++++=by
the ^ati++++=the
Reverend ^npt++++=Reverend
Doctor ^nn++++=Doctor
Marsh ^nn++++=Marsh.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
rustle ^nn++++=rustle
like ^in++++=like
wind ^nn++++=wind
through ^in++++=through
dry ^jj+atrb+++=dry
corn ^nn++++=corn.
. ^zz++++=EXTRAWORD
" ^zz++++="'We
' ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
chosen ^vprf+++xvbnx+=chosen
to ^to++++=to
make ^vbi++++=make
the ^ati++++=the
fact ^nn++++=fact
known ^vbd+++xvbn+=known
here ^rn+pl+++=here,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
' ^zz++++='among
among ^in++++=EXTRAWORD
our ^pp$+pp1+++=our
friends ^nns++++=friends
and ^cc++++=and
parishioners ^nns+nom+++=parishioners,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
interest ^nn++++=interest
in ^in++++=in
the ^ati++++=the
subject ^nn++++=subject
has ^vbz+hvz+vrb++=has,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
understand ^vb+vprv+++=understand,
, ^zz++++=EXTRAWORD
been ^vb+j+vrb+xvbn+=been
unusually ^rb++++=unusually
active ^jj++++=active.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="Huldy
huldy ^jj+++??+=EXTRAWORD
looked ^jj+++xvbn+=looked
down ^rp++++=down.
. ^zz++++=EXTRAWORD
Enoch ^np++++=Enoch
coughed ^vbd+++xvbn+=coughed
into ^in++++=into
his ^pp$+pp3+++=his
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
Deacon ^np+++??+=Deacon
Grimes ^np++++=Grimes
bite ^nn++++=bite
his ^pp$+pp3+++=his
lip ^nn++++=lip
till ^in++++=till
his ^pp$+pp3+++=his
chin ^nn++++=chin
shook ^vbd+++xvbn+=shook.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
parson ^nn++++=parson
preached ^vbd+++xvbn+=preached
that ^dt+dem+++=that
day ^nn++++=day
from ^in++++=from
the ^ati++++=the
text ^nn++++=text,
, ^zz++++=EXTRAWORD
' ^zz++++='Whoso
whoso ^nn+++??+=EXTRAWORD
findeth ^vbz++++=findeth
a ^at++++=a
wife ^nn++++=wife
findeth ^vbz++++=findeth
a ^at++++=a
good ^jj+atrb+++=good
thing ^nn++++=thing.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
warm ^jj+atrb+++=warm,
, ^zz++++=EXTRAWORD
grateful ^jj+atrb+++=grateful
sermon ^nn++++=sermon,
, ^zz++++=EXTRAWORD
with ^in++++=with
more ^rbr++++=more
earthly ^jj+atrb+++=earthly
sense ^nn++++=sense
in ^in++++=in
it ^pp3+it+++=it
than ^in++++=than
some ^dti++++=some
folks ^nns++++=folks
expected ^vwbn+++xvbn+=expected.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
spoke ^vbd+++xvbnx+=spoke
of ^in++++=of
companionship ^nn+nom+++=companionship,
, ^zz++++=EXTRAWORD
faithful ^jj+atrb+++=faithful
service ^nn++++=service,
, ^zz++++=EXTRAWORD
kindness ^nns+nom+++=kindness
without ^in++++=without
display ^nn++++=display,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
duty ^nn++++=duty
of ^in++++=of
judging ^xvbg+++xvbg+=judging
no ^at++++=no
heart ^nn++++=heart
by ^in++++=by
idle ^nn++++=idle
report ^vb++++=report.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
never ^rb++++=never
named ^xvbn+++xvbn+=named
Mis ^npt++++=Mis'
' ^zz++++=EXTRAWORD
Pipperidge ^np+++??+=Pipperidge,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
by ^in++++=by
the ^ati++++=the
time ^nn++++=time
he ^pp3a+pp3+++=he
got ^vbd+++xvbnx+=got
through ^in+strn+++=through,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
looked ^vbd+++xvbnx+=looked
as ^cs+sub+++=as
if ^cs+cnd+++=if
every ^at++++=every
word ^nn++++=word
had ^vbd+hvd+aux++=had
found ^vprf+++xvbnx+=found
her ^pp$+pp3+++=her
pew ^nn+++??+=pew
without ^in++++=without
need ^nn++++=need
of ^in++++=of
directions ^nns+nom+++=directions.
. ^zz++++=EXTRAWORD
" ^zz++++="Arter
arter ^jjr+atrb+++=EXTRAWORD
service ^nn++++=service
everybody ^pn++++=everybody
crowded ^vbd+++xvbn+=crowded
round ^rb++++=round.
. ^zz++++=EXTRAWORD
" ^zz++++="'How
' ^zz++++=EXTRAWORD
how ^wrb+who+++=EXTRAWORD
perfectly ^rb+amp+++=perfectly
unexpected ^jj++++=unexpected!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Mis ^npt++++=Mis'
' ^zz++++=EXTRAWORD
Blodgett ^np+++??+=Blodgett.
. ^zz++++=EXTRAWORD
" ^zz++++="'Not
' ^zz++++=EXTRAWORD
not ^xnot++not++=EXTRAWORD
altogether ^nn+nom+++=altogether,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Miss ^npt++++=Miss
Asphyxia ^np++++=Asphyxia,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who'd
'd ^vbd+hvd+aux++0=EXTRAWORD
predicted ^vprf+++xvbnx+=predicted
everything ^pn++++=everything
except ^cs+sub+++=except
that ^cs"++++=that
it ^pp3+it+++=it
would ^md+prd+++=would
happen ^vb+++??+=happen.
. ^zz++++=EXTRAWORD
" ^zz++++="'My
' ^zz++++=EXTRAWORD
my ^pp$+pp1+++=EXTRAWORD
dear ^jj+atrb+++=dear
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Carryl ^np++++=Carryl,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Mis ^npt++++=Mis'
' ^zz++++=EXTRAWORD
Pipperidge ^np+++??+=Pipperidge,
, ^zz++++=EXTRAWORD
takin ^nn+++??+=takin'
' ^zz++++=EXTRAWORD
Huldy ^np++++=Huldy's
's ^$++++=EXTRAWORD
hand ^nn++++=hand
between ^in++++=between
two ^cd++++=two
fingers ^nns+nom+++=fingers,
, ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
trust ^vb+vprv+tht0++=trust
you ^pp2+pp2+++=you
will ^md+prd+++=will
be ^vb+be+vrb++=be
equal ^jj+pred+++=equal
to ^in++++=to
the ^ati++++=the
responsibilities ^nns+nom+++=responsibilities
of ^in++++=of
your ^pp$+pp2+++=your
new ^jj+atrb+++=new
position ^nn+nom+++=position.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="Huldy
huldy ^nn+++??+=EXTRAWORD
smiled ^vbd+++xvbn+=smiled.
. ^zz++++=EXTRAWORD
" ^zz++++="'I've
' ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
'd ^md+prd+vrb++=had
some ^dti++++=some
practice ^nn++++=practice
with ^in++++=with
the ^ati++++=the
house ^nn++++=house,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
Mis ^npt++++=Mis'
' ^zz++++=EXTRAWORD
Pipperidge ^np+++??+=Pipperidge
turned ^vbd+++xvbn+=turned
to ^in++++=to
the ^ati++++=the
parson ^nn++++=parson.
. ^zz++++=EXTRAWORD
' ^zz++++='You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=have
certainly ^rb++splt++=certainly
surprised ^vprf+++xvbnx+=surprised
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Have
' ^zz++++=EXTRAWORD
have ^vb+hv+vrb++=EXTRAWORD
I ^pp1a+pp1+++=I?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
mild ^jj++++=mild
as ^in++++=as
milk ^nn++++=milk.
. ^zz++++=EXTRAWORD
" ^zz++++="'The
' ^zz++++=EXTRAWORD
the ^ati++++=EXTRAWORD
parish ^nn++++=parish
has ^vbz+hvz+aux++=has
naturally ^rb++splt++=naturally
felt ^vprf+++xvbnx+=felt
a ^at++++=a
great ^jj+atrb+++=great
interest ^nn++++=interest.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Yes,'
' ^zz++++=EXTRAWORD
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
the ^ati++++=the
parson ^nn++++=parson.
. ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
perceived ^vbd+vprv+tht0+xvbnx+=perceived
that ^tht+vcmp+++=that.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'There
' ^zz++++=EXTRAWORD
there ^rn+pl+++=EXTRAWORD
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
perhaps ^rb++++=perhaps
some ^dti++++=some
conversation ^nn+nom+++=conversation.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'So
' ^zz++++=EXTRAWORD
so ^ql++++=EXTRAWORD
Huldah ^np+++??+=Huldah
informed ^vbd+vpub++xvbn+=informed
me ^pp1o+pp1+++=me.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="Mis'
mis ^npt++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Pipperidge ^np++++=Pipperidge's
's ^$++++=EXTRAWORD
nose ^nn++++=nose
went ^vbd+++xvbn+=went
a ^at++++=a
mite ^nn++++=mite
higher ^jjr++++=higher.
. ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
hope ^nn++++=hope
you ^pp2+pp2+++=you
do ^vb+do+aux++=do
not ^xnot++not++=not
consider ^nn+nom+++=consider
that ^tht+vcmp+++=that
any ^dti++++=any
